연번,이름,성별,현재 나이,연령대,가입일,거주 지역,고객 등급,최근 구매 제품,최근 거래 금액,차량 구매 횟수,누적 구매 금액,평균 구매 금액,할부 여부,거래 방식,구매 경로,고객 충성도 지수,고객 평생 가치,생년월일,최근 구매 날짜,최근 구매 연도,구매 요일,등급
887,Ray Lopez MD,남성,48,40대,2022-08-05,아시아 및 태평양,일반,펠리세이드,21220256,1,21220256,21220256,Y,수출,온라인,74.3,26928095,1977,2017-11-15,2017,Wednesday,일반
888,Joshua Spencer,여성,43,40대,2020-08-30,아시아 및 태평양,우수,EQ900,42938540,2,85877080,42938540,Y,수출,오프라인,67.79,93140731,1982,2017-12-17,2017,Friday,우수
889,Perry Baker,남성,28,20대,2024-08-16,아시아 및 태평양,우수,i30GD,27937596,4,111750384,27937596,Y,수출,온라인,78.47,117460462,1997,2020-01-09,2020,Monday,우수
890,Kimberly Hull DVM,여성,40,40대,2023-06-28,아시아 및 태평양,일반,그랜저IG,29313455,2,58626910,29313455,N,수출,온라인,94.54,65189875,1985,2017-03-24,2017,Tuesday,일반
891,Robert Collier,여성,62,60대,2022-04-28,아시아 및 태평양,우수,아이오닉6,48591246,6,291547476,48591246,Y,수출,오프라인,66.68,296127861,1963,2018-05-30,2018,Wednesday,우수
892,Matthew Scott,남성,36,30대,2024-09-20,아시아 및 태평양,일반,그랜저HG,35703409,6,214220454,35703409,N,수출,오프라인,71.04,222144439,1989,2017-05-02,2017,Monday,일반
893,Jeffrey King,여성,26,20대,2023-07-23,아시아 및 태평양,일반,넥쏘,57683323,3,173049969,57683323,Y,수출,온라인,72.89,178536028,1999,2020-12-28,2020,Saturday,일반
894,Theresa Martinez,여성,58,50대,2020-04-17,아시아 및 태평양,일반,코나OS,37470382,5,187351910,37470382,Y,수출,오프라인,100.0,192956480,1967,2021-09-12,2021,Tuesday,일반
895,Benjamin Hawkins,여성,38,30대,2024-02-21,아시아 및 태평양,VIP,GV80쿠페,56899836,4,227599344,56899836,Y,수출,온라인,38.51,235358913,1987,2021-11-12,2021,Saturday,VIP
896,Lisa Walker,여성,60,60대,2021-02-03,아시아 및 태평양,우수,G90,20521625,2,41043250,20521625,N,수출,온라인,80.25,46880824,1965,2024-08-09,2024,Thursday,우수
897,Jason Henderson,여성,67,60대,2020-08-31,아시아 및 태평양,VIP,캐스퍼,53672771,3,161018313,53672771,N,수출,온라인,68.28,165265255,1958,2020-04-23,2020,Friday,VIP
898,Ronald Short,여성,58,50대,2024-09-06,아시아 및 태평양,우수,액센트,46958082,4,187832328,46958082,N,수출,오프라인,78.5,192413605,1967,2022-01-10,2022,Thursday,우수
899,Barbara Rasmussen,남성,37,30대,2020-10-26,아시아 및 태평양,일반,아이오닉6,56097172,2,112194344,56097172,N,수출,오프라인,60.14,119478203,1988,2016-09-06,2016,Friday,일반
900,Diana Mccann,남성,29,20대,2023-06-28,아시아 및 태평양,일반,i40,55153129,4,220612516,55153129,Y,수출,오프라인,69.27,226203276,1996,2017-11-04,2017,Saturday,일반
901,Jeffrey Snyder,남성,63,60대,2021-08-30,아시아 및 태평양,일반,벨로스터FS,40778607,6,244671642,40778607,Y,수출,온라인,80.67,250189950,1962,2017-03-13,2017,Sunday,일반
902,Michelle Swanson,여성,50,50대,2021-01-12,아시아 및 태평양,우수,아반떼AD,38671760,2,77343520,38671760,N,수출,오프라인,100.0,85274447,1975,2021-12-05,2021,Sunday,우수
903,James Jones,남성,48,40대,2025-01-16,아시아 및 태평양,우수,코나SX2,44544658,5,222723290,44544658,Y,수출,온라인,82.12,227174479,1977,2018-02-09,2018,Monday,우수
904,Tammy Horton,남성,28,20대,2024-07-05,아시아 및 태평양,우수,i40,33394292,5,166971460,33394292,Y,수출,오프라인,57.28,173165979,1997,2016-09-24,2016,Saturday,우수
905,Danny Allison,여성,65,60대,2021-11-25,아시아 및 태평양,VIP,그랜저,40385112,3,121155336,40385112,N,수출,오프라인,63.64,126952214,1960,2021-06-07,2021,Sunday,VIP
906,Glenda Glass,여성,36,30대,2023-04-21,아시아 및 태평양,우수,HCV,24886060,5,124430300,24886060,Y,수출,오프라인,63.2,130303228,1989,2018-12-13,2018,Tuesday,우수
907,Cole Williams,여성,49,40대,2023-05-27,아시아 및 태평양,일반,GV60,25648524,3,76945572,25648524,N,수출,온라인,43.07,81864559,1976,2016-08-23,2016,Wednesday,일반
908,Joseph Diaz,남성,43,40대,2024-09-14,아시아 및 태평양,일반,HCV,19866033,3,59598099,19866033,Y,수출,온라인,65.05,64853964,1982,2017-01-23,2017,Friday,일반
909,Mark Hutchinson,여성,35,30대,2024-05-29,아시아 및 태평양,일반,싼타페TM,29172418,5,145862090,29172418,Y,수출,온라인,80.99,152732127,1990,2024-04-25,2024,Wednesday,일반
910,Michelle Gardner,여성,61,60대,2022-02-02,아시아 및 태평양,우수,쿠페,38782017,1,38782017,38782017,N,수출,오프라인,50.89,43540500,1964,2018-02-01,2018,Friday,우수
911,Adrienne Kim,남성,66,60대,2021-05-07,아시아 및 태평양,우수,싼타페MX5,36631004,4,146524016,36631004,Y,수출,오프라인,85.73,150317192,1959,2021-01-22,2021,Saturday,우수
912,Thomas Ramirez,여성,28,20대,2021-06-09,아시아 및 태평양,VIP,펠리세이드,56384435,6,338306610,56384435,N,수출,오프라인,77.32,341503606,1997,2022-09-14,2022,Monday,VIP
913,Gregory Sanchez,남성,25,20대,2023-05-01,아시아 및 태평양,우수,GV80,26099531,5,130497655,26099531,Y,수출,온라인,58.99,137337639,2000,2017-09-15,2017,Sunday,우수
914,Jerry Wilson,남성,51,50대,2024-09-02,아시아 및 태평양,일반,아반떼CN7,55002516,3,165007548,55002516,N,수출,온라인,67.88,169875543,1974,2023-09-15,2023,Saturday,일반
915,Debra Harvey,남성,52,50대,2021-02-05,아시아 및 태평양,VIP,그랜저HG,53518348,3,160555044,53518348,Y,수출,오프라인,93.97,166325094,1973,2024-02-14,2024,Thursday,VIP
916,Tracy Rivera,여성,56,50대,2022-04-28,아시아 및 태평양,우수,벨로스터JS,21919522,1,21919522,21919522,N,수출,오프라인,81.0,27462816,1969,2024-12-22,2024,Saturday,우수
917,John George,여성,36,30대,2021-12-02,아시아 및 태평양,일반,싼타페DM,35201123,6,211206738,35201123,Y,수출,온라인,70.13,215459186,1989,2019-06-06,2019,Wednesday,일반
918,Sharon Martinez,남성,69,60대,2024-02-28,아시아 및 태평양,우수,투싼TL,35381763,4,141527052,35381763,Y,수출,온라인,66.43,148962258,1956,2023-12-10,2023,Tuesday,우수
919,Paul Thomas,남성,38,30대,2025-01-22,아시아 및 태평양,우수,LCV,26668566,6,160011396,26668566,N,수출,온라인,71.15,167133092,1987,2017-07-31,2017,Thursday,우수
920,Lori Webster,남성,48,40대,2021-08-15,아시아 및 태평양,일반,GV80,20940967,4,83763868,20940967,N,수출,오프라인,62.32,88379477,1977,2021-10-23,2021,Monday,일반
921,Bianca Miller,남성,62,60대,2022-09-04,아시아 및 태평양,VIP,GV80,44826901,5,224134505,44826901,N,수출,오프라인,38.43,228901785,1963,2017-03-10,2017,Wednesday,VIP
922,Phillip Lopez,여성,55,50대,2022-10-23,아시아 및 태평양,일반,아이오닉5,30966724,3,92900172,30966724,N,수출,온라인,100.0,97970207,1970,2021-11-20,2021,Friday,일반
923,Christopher Henderson,남성,62,60대,2022-08-11,아시아 및 태평양,VIP,더뉴아이오닉,44129791,2,88259582,44129791,Y,수출,온라인,72.33,94907109,1963,2018-02-02,2018,Sunday,VIP
924,Christina Davenport,여성,68,60대,2023-03-06,아시아 및 태평양,일반,GV60,49970454,6,299822724,49970454,N,수출,오프라인,75.97,304266662,1957,2023-08-17,2023,Monday,일반
925,Amber Schultz,여성,47,40대,2022-07-10,아시아 및 태평양,VIP,싼타페MX5,28250453,3,84751359,28250453,Y,수출,온라인,69.13,92006754,1978,2023-10-24,2023,Monday,VIP
926,Kristy Wolfe,여성,49,40대,2021-10-26,아시아 및 태평양,일반,더뉴아이오닉,21225955,3,63677865,21225955,Y,수출,오프라인,58.97,70410119,1976,2019-08-22,2019,Wednesday,일반
927,Susan Hardy,여성,51,50대,2022-02-16,아시아 및 태평양,VIP,투싼LMFC,36356352,4,145425408,36356352,N,수출,오프라인,67.21,150851039,1974,2021-11-15,2021,Friday,VIP
928,Catherine Miller,여성,60,60대,2020-08-27,아시아 및 태평양,VIP,G80,46508738,2,93017476,46508738,N,수출,오프라인,46.01,100427862,1965,2023-10-16,2023,Saturday,VIP
929,Benjamin Hurst,여성,47,40대,2021-06-19,아시아 및 태평양,VIP,벨로스터FS,20697697,4,82790788,20697697,N,수출,오프라인,100.0,87815356,1978,2019-09-20,2019,Sunday,VIP
930,Natasha Briggs,남성,46,40대,2022-11-20,아시아 및 태평양,우수,코나SX2,44768708,1,44768708,44768708,Y,수출,오프라인,51.48,51274273,1979,2023-12-16,2023,Friday,우수
931,Christopher Hernandez,여성,55,50대,2020-06-19,아시아 및 태평양,VIP,i30PD,39274961,1,39274961,39274961,Y,수출,온라인,54.52,42922749,1970,2022-10-18,2022,Sunday,VIP
932,Susan Sharp,여성,31,30대,2021-03-10,아시아 및 태평양,VIP,아반떼AD,23147622,4,92590488,23147622,Y,수출,온라인,63.4,97475423,1994,2017-03-22,2017,Monday,VIP
933,Matthew Macdonald,여성,45,40대,2020-07-06,아시아 및 태평양,우수,벨로스터JS,59388538,4,237554152,59388538,Y,수출,온라인,89.32,242634328,1980,2021-07-10,2021,Friday,우수
934,Ashley Walters,여성,33,30대,2020-04-29,아시아 및 태평양,우수,그랜저HG,23198154,5,115990770,23198154,Y,수출,온라인,70.22,121463874,1992,2019-08-24,2019,Sunday,우수
935,John Farrell,남성,45,40대,2024-02-27,아시아 및 태평양,VIP,액센트,34588268,3,103764804,34588268,N,수출,온라인,51.46,111609633,1980,2016-09-05,2016,Tuesday,VIP
936,Lisa Taylor,여성,31,30대,2021-08-23,아시아 및 태평양,일반,투싼NX4,39742346,5,198711730,39742346,N,수출,온라인,88.82,203554679,1994,2016-06-14,2016,Thursday,일반
937,Lori Grimes,남성,59,50대,2021-01-19,아시아 및 태평양,일반,아반떼CN7,40832676,2,81665352,40832676,N,수출,온라인,80.97,88667853,1966,2024-04-19,2024,Friday,일반
938,Tara Cunningham,여성,65,60대,2020-04-13,아시아 및 태평양,우수,더뉴아이오닉,52975287,5,264876435,52975287,Y,수출,오프라인,78.08,270897443,1960,2019-09-20,2019,Saturday,우수
939,Jennifer Clay,여성,39,30대,2020-12-19,아시아 및 태평양,우수,G90,44374997,4,177499988,44374997,Y,수출,온라인,80.74,182282809,1986,2018-10-16,2018,Thursday,우수
940,Sean Nelson,여성,54,50대,2023-04-17,아시아 및 태평양,우수,G90RS4,44903439,1,44903439,44903439,Y,수출,온라인,100.0,49148987,1971,2017-06-25,2017,Tuesday,우수
941,Tracie Levine,여성,36,30대,2025-02-21,아시아 및 태평양,우수,GV80,50832349,6,304994094,50832349,N,수출,온라인,100.0,311110545,1989,2018-01-28,2018,Tuesday,우수
942,Frances Richard,여성,39,30대,2022-06-24,아시아 및 태평양,우수,아이오닉6,44818803,4,179275212,44818803,Y,수출,온라인,59.7,186610670,1986,2024-09-12,2024,Monday,우수
943,Danielle Davies,여성,55,50대,2021-01-28,아시아 및 태평양,VIP,싼타페DM,53893817,3,161681451,53893817,Y,수출,온라인,94.36,167580747,1970,2021-10-29,2021,Thursday,VIP
944,Gina Tucker,남성,61,60대,2020-09-18,아시아 및 태평양,일반,캐스퍼,38170776,4,152683104,38170776,N,수출,온라인,75.75,159787692,1964,2021-12-20,2021,Tuesday,일반
945,Peggy Miranda,남성,45,40대,2021-04-02,아시아 및 태평양,우수,더뉴아이오닉,39098875,1,39098875,39098875,Y,수출,온라인,77.49,46209274,1980,2018-03-07,2018,Thursday,우수
946,Elizabeth Bell,여성,62,60대,2020-12-04,아시아 및 태평양,일반,아반떼AD,27955911,4,111823644,27955911,N,수출,오프라인,44.62,117321840,1963,2024-01-26,2024,Wednesday,일반
947,Erin Wyatt MD,여성,55,50대,2023-11-26,아시아 및 태평양,VIP,G80,33549852,6,201299112,33549852,N,수출,온라인,67.44,204706533,1970,2016-05-17,2016,Saturday,VIP
948,Adam Simpson,여성,32,30대,2021-04-18,아시아 및 태평양,우수,GV60,18976850,5,94884250,18976850,N,수출,오프라인,57.81,101076361,1993,2022-02-09,2022,Wednesday,우수
949,Melinda King,여성,55,50대,2024-06-03,아시아 및 태평양,VIP,GV60,31138810,2,62277620,31138810,Y,수출,오프라인,82.42,69077488,1970,2019-09-15,2019,Monday,VIP
950,Christopher Mccarthy,남성,57,50대,2021-11-27,아시아 및 태평양,우수,아반떼AD,45793679,4,183174716,45793679,N,수출,온라인,86.07,190593210,1968,2023-10-03,2023,Sunday,우수
951,Megan Walker,남성,33,30대,2022-10-06,아시아 및 태평양,일반,GV80쿠페,58053541,2,116107082,58053541,N,수출,오프라인,38.88,122998645,1992,2021-02-18,2021,Sunday,일반
952,Lisa Burke,남성,59,50대,2021-12-15,아시아 및 태평양,우수,투싼LMFC,27490455,1,27490455,27490455,Y,수출,온라인,69.67,30652810,1966,2024-04-19,2024,Friday,우수
953,Clifford Mccullough,남성,45,40대,2022-02-24,아시아 및 태평양,VIP,캐스퍼,47799555,6,286797330,47799555,N,수출,오프라인,86.83,291146505,1980,2016-03-09,2016,Wednesday,VIP
954,Derek Bray,여성,26,20대,2021-09-12,아시아 및 태평양,일반,G80,21061788,4,84247152,21061788,N,수출,오프라인,67.2,91176163,1999,2023-02-06,2023,Wednesday,일반
955,David Leonard,여성,63,60대,2022-06-02,아시아 및 태평양,VIP,싼타페TM,42833490,3,128500470,42833490,N,수출,온라인,80.94,134440485,1962,2021-10-01,2021,Friday,VIP
956,Emily Meyer,여성,42,40대,2021-03-14,아시아 및 태평양,우수,EQ900,52357436,6,314144616,52357436,N,수출,오프라인,75.27,317597244,1983,2020-01-13,2020,Monday,우수
957,Brooke Rogers,남성,26,20대,2024-04-19,아시아 및 태평양,일반,넥쏘,37147686,5,185738430,37147686,N,수출,오프라인,75.12,190925989,1999,2016-07-23,2016,Sunday,일반
958,Vickie Wilson,남성,52,50대,2022-08-03,아시아 및 태평양,일반,아이오닉6,52903223,2,105806446,52903223,N,수출,오프라인,65.93,111035621,1973,2021-12-13,2021,Tuesday,일반
959,Ashley Schmidt,남성,33,30대,2024-09-02,아시아 및 태평양,우수,G80,36086147,5,180430735,36086147,N,수출,오프라인,51.75,185046901,1992,2016-02-12,2016,Tuesday,우수
960,Ronald Nelson,남성,65,60대,2022-11-16,아시아 및 태평양,일반,GV80쿠페,40679703,1,40679703,40679703,N,수출,온라인,53.18,46147047,1960,2021-03-21,2021,Sunday,일반
961,Martin Lawrence,남성,60,60대,2023-06-21,아시아 및 태평양,일반,코나OS,58174741,1,58174741,58174741,Y,수출,온라인,80.64,61985833,1965,2021-11-28,2021,Thursday,일반
962,Ashley Martin,여성,57,50대,2021-04-05,아시아 및 태평양,VIP,i30PD,59867223,1,59867223,59867223,N,수출,오프라인,70.29,62987704,1968,2018-01-30,2018,Thursday,VIP
963,Michael Stephenson,여성,67,60대,2023-06-19,아시아 및 태평양,우수,쏘나타LF,44572461,5,222862305,44572461,Y,수출,오프라인,67.92,225866313,1958,2024-11-28,2024,Wednesday,우수
964,Karen Hughes,남성,40,40대,2024-01-14,아시아 및 태평양,일반,그랜저HG,29251080,1,29251080,29251080,Y,수출,오프라인,63.64,37076228,1985,2023-12-05,2023,Wednesday,일반
965,Rodney Allen,남성,66,60대,2022-10-06,아시아 및 태평양,우수,G90,32230818,5,161154090,32230818,N,수출,오프라인,65.42,165083149,1959,2021-11-12,2021,Wednesday,우수
966,Norma Donovan,남성,37,30대,2024-10-06,아시아 및 태평양,일반,캐스퍼,38419032,2,76838064,38419032,Y,수출,오프라인,85.7,81865535,1988,2021-06-17,2021,Wednesday,일반
967,Angelica Davis,여성,51,50대,2025-02-05,아시아 및 태평양,우수,캐스퍼,32391977,5,161959885,32391977,N,수출,온라인,64.97,167130015,1974,2021-04-19,2021,Sunday,우수
968,Scott Watkins,남성,47,40대,2020-05-16,아시아 및 태평양,우수,펠리세이드,31302381,2,62604762,31302381,Y,수출,오프라인,49.88,69100559,1978,2018-06-18,2018,Tuesday,우수
969,Jennifer Bowers,남성,34,30대,2023-02-23,아시아 및 태평양,일반,아반떼AD,58595906,2,117191812,58595906,Y,수출,오프라인,81.15,121800767,1991,2016-12-25,2016,Friday,일반
970,Dr. Brenda Martinez,남성,68,60대,2023-05-09,아시아 및 태평양,우수,쿠페,39663929,5,198319645,39663929,Y,수출,오프라인,66.93,203761805,1957,2024-01-26,2024,Tuesday,우수
971,Natalie Alexander,여성,70,70대,2023-08-17,아시아 및 태평양,VIP,싼타페TM,19420199,4,77680796,19420199,Y,수출,온라인,70.47,85124036,1955,2020-09-15,2020,Saturday,VIP
972,Jeffrey Ramirez,여성,53,50대,2024-05-08,아시아 및 태평양,우수,쏘나타DN8,27654001,3,82962003,27654001,N,수출,오프라인,94.11,87472667,1972,2016-10-07,2016,Wednesday,우수
973,William Nelson,여성,46,40대,2020-07-13,아시아 및 태평양,일반,G90RS4,38636334,1,38636334,38636334,Y,수출,온라인,69.69,45150690,1979,2024-12-10,2024,Wednesday,일반
974,William Mitchell,남성,31,30대,2022-08-27,아시아 및 태평양,일반,더뉴아이오닉,37941933,1,37941933,37941933,Y,수출,오프라인,74.34,43637770,1994,2021-03-02,2021,Tuesday,일반
975,Nicole Lee,여성,46,40대,2023-08-27,아시아 및 태평양,일반,투싼LMFC,58523254,5,292616270,58523254,Y,수출,오프라인,52.32,297948996,1979,2024-12-10,2024,Monday,일반
976,Kimberly Best,남성,51,50대,2024-06-01,아시아 및 태평양,우수,투싼LMFC,22588799,6,135532794,22588799,Y,수출,오프라인,66.7,140434190,1974,2017-10-28,2017,Wednesday,우수
977,Ashley Daniels,남성,29,20대,2022-08-10,아시아 및 태평양,일반,싼타페MX5,44442057,3,133326171,44442057,N,수출,온라인,79.14,137558720,1996,2016-04-02,2016,Sunday,일반
978,Mitchell Sanchez,남성,60,60대,2023-03-06,아시아 및 태평양,일반,쏘나타DN8,33504740,3,100514220,33504740,N,수출,온라인,46.67,105923761,1965,2017-11-02,2017,Thursday,일반
979,Allen Kelly,여성,59,50대,2020-12-14,아시아 및 태평양,우수,G90,29547965,1,29547965,29547965,Y,수출,온라인,73.01,35449563,1966,2021-05-23,2021,Friday,우수
980,Michael Mosley,여성,57,50대,2023-05-12,아시아 및 태평양,VIP,펠리세이드,42274025,2,84548050,42274025,Y,수출,온라인,71.51,91575248,1968,2016-03-01,2016,Tuesday,VIP
981,Alexander Evans,여성,70,70대,2023-01-14,아시아 및 태평양,VIP,LCV,39684151,1,39684151,39684151,N,수출,오프라인,70.62,43016546,1955,2023-05-05,2023,Tuesday,VIP
982,Nicole Hernandez,여성,45,40대,2020-11-19,아시아 및 태평양,우수,넥쏘,41569475,1,41569475,41569475,Y,수출,온라인,85.56,45111084,1980,2024-07-19,2024,Thursday,우수
983,Judy Mitchell,남성,44,40대,2024-06-05,아시아 및 태평양,일반,GV60,42999061,3,128997183,42999061,N,수출,온라인,75.02,136329158,1981,2018-10-25,2018,Thursday,일반
984,Faith Short,남성,46,40대,2021-04-05,러시아 및 구소련,일반,더뉴아이오닉,59216081,5,296080405,59216081,Y,수출,오프라인,92.17,301842844,1979,2020-01-29,2020,Saturday,일반
985,Sarah Wong,여성,40,40대,2020-05-25,러시아 및 구소련,VIP,G90RS4,22936956,4,91747824,22936956,N,수출,오프라인,55.1,95881758,1985,2017-08-26,2017,Saturday,VIP
986,Sheryl Moore,여성,33,30대,2022-10-27,러시아 및 구소련,VIP,GV60,18300340,6,109802040,18300340,N,수출,온라인,72.04,113546050,1992,2017-11-12,2017,Sunday,VIP
987,Aaron Cervantes,남성,47,40대,2023-12-22,러시아 및 구소련,VIP,싼타페MX5,53611676,6,321670056,53611676,Y,수출,오프라인,71.27,326594416,1978,2023-01-25,2023,Sunday,VIP
988,Jean Williams,남성,59,50대,2024-08-26,러시아 및 구소련,우수,투싼LMFC,35575005,2,71150010,35575005,Y,수출,오프라인,53.96,75131964,1966,2019-11-29,2019,Saturday,우수
989,Tony Schwartz,남성,65,60대,2023-07-01,러시아 및 구소련,일반,벨로스터,56216548,3,168649644,56216548,Y,수출,오프라인,84.34,171659732,1960,2023-11-25,2023,Monday,일반
990,Denise Austin,여성,65,60대,2021-07-26,러시아 및 구소련,일반,코나SX2,50541661,4,202166644,50541661,Y,수출,오프라인,100.0,207242489,1960,2023-05-16,2023,Friday,일반
991,Kristen Ferrell,남성,35,30대,2020-04-10,러시아 및 구소련,VIP,벨로스터,30691256,6,184147536,30691256,Y,수출,온라인,69.74,188914571,1990,2022-03-30,2022,Thursday,VIP
992,Jerome Short,남성,64,60대,2023-01-07,러시아 및 구소련,우수,코나SX2,42303391,2,84606782,42303391,Y,수출,오프라인,77.58,91365730,1961,2017-06-07,2017,Thursday,우수
993,Walter Mcbride,여성,66,60대,2020-09-24,러시아 및 구소련,우수,LCV,32512512,1,32512512,32512512,N,수출,온라인,71.27,39443830,1959,2022-07-21,2022,Wednesday,우수
